                                   | Core 0    
  Instructions                     |  249999879
  Cycles                           |  192186951
  IPC                              |       1.30
  Time (ns)                        |   64062317
Branch predictor stats             |           
  num correct                      |    5768210
  num incorrect                    |     102901
  misprediction rate               |      1.75%
  mpki                             |       0.41
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   22339856
    num misses                     |          4
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   98207448
    num misses                     |      52555
    miss rate                      |      0.05%
    mpki                           |       0.21
  L2 TLB                           |           
    num accesses                   |      52559
    num misses                     |      27304
    miss rate                      |     51.95%
    mpki                           |       0.11
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   22339856
    num cache misses               |      32262
    miss rate                      |      0.14%
    mpki                           |       0.13
  Cache L1-D                       |           
    num cache accesses             |   98207448
    num cache misses               |    2547320
    miss rate                      |      2.59%
    mpki                           |      10.19
  Cache L2                         |           
    num cache accesses             |    2579712
    num cache misses               |    1787350
    miss rate                      |     69.28%
    mpki                           |       7.15
  Cache L3                         |           
    num cache accesses             |    1787781
    num cache misses               |    1715119
    miss rate                      |     95.94%
    mpki                           |       6.86
DRAM summary                       |           
  num dram accesses                |    2138185
  average dram access latency (ns) |      58.79
  average dram queueing delay      |       3.78
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
