                                   | Core 0    
  Instructions                     |   99999970
  Cycles                           |   66151936
  IPC                              |       1.51
  Time (ns)                        |   22050646
Branch predictor stats             |           
  num correct                      |    9633915
  num incorrect                    |    1558546
  misprediction rate               |     13.92%
  mpki                             |      15.59
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   10994425
    num misses                     |        103
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   41231228
    num misses                     |      13090
    miss rate                      |      0.03%
    mpki                           |       0.13
  L2 TLB                           |           
    num accesses                   |      13193
    num misses                     |        612
    miss rate                      |      4.64%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   10994425
    num cache misses               |      89080
    miss rate                      |      0.81%
    mpki                           |       0.89
  Cache L1-D                       |           
    num cache accesses             |   41231228
    num cache misses               |     300796
    miss rate                      |      0.73%
    mpki                           |       3.01
  Cache L2                         |           
    num cache accesses             |     390289
    num cache misses               |     153084
    miss rate                      |     39.22%
    mpki                           |       1.53
  Cache L3                         |           
    num cache accesses             |     153510
    num cache misses               |       9320
    miss rate                      |      6.07%
    mpki                           |       0.09
DRAM summary                       |           
  num dram accesses                |       9320
  average dram access latency (ns) |      51.67
  average dram queueing delay      |       1.67
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
