                                   | Core 0    
  Instructions                     |   99999922
  Cycles                           |  263662047
  IPC                              |       0.38
  Time (ns)                        |   87887349
Branch predictor stats             |           
  num correct                      |    1857385
  num incorrect                    |    2837015
  misprediction rate               |     60.43%
  mpki                             |      28.37
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11423209
    num misses                     |         13
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   36818114
    num misses                     |     221525
    miss rate                      |      0.60%
    mpki                           |       2.22
  L2 TLB                           |           
    num accesses                   |     221538
    num misses                     |     221537
    miss rate                      |    100.00%
    mpki                           |       2.22
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11423209
    num cache misses               |       9142
    miss rate                      |      0.08%
    mpki                           |       0.09
  Cache L1-D                       |           
    num cache accesses             |   36818114
    num cache misses               |    2884324
    miss rate                      |      7.83%
    mpki                           |      28.84
  Cache L2                         |           
    num cache accesses             |    3373476
    num cache misses               |    2892225
    miss rate                      |     85.73%
    mpki                           |      28.92
  Cache L3                         |           
    num cache accesses             |    3372235
    num cache misses               |    2874161
    miss rate                      |     85.23%
    mpki                           |      28.74
DRAM summary                       |           
  num dram accesses                |    4103255
  average dram access latency (ns) |  467191.50
  average dram queueing delay      |  467106.46
Coherency Traffic                  |           
  num loads from dram              |    2098544
  num loads from dram cache        |          0
  num loads from remote cache      |          0
