                                   | Core 0    
  Instructions                     |   99999956
  Cycles                           |  334491474
  IPC                              |       0.30
  Time (ns)                        |  111497158
Branch predictor stats             |           
  num correct                      |   13692472
  num incorrect                    |    1887219
  misprediction rate               |     12.11%
  mpki                             |      18.87
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   17506689
    num misses                     |         59
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   46702523
    num misses                     |    1791968
    miss rate                      |      3.84%
    mpki                           |      17.92
  L2 TLB                           |           
    num accesses                   |    1792027
    num misses                     |     543631
    miss rate                      |     30.34%
    mpki                           |       5.44
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   17506689
    num cache misses               |     471958
    miss rate                      |      2.70%
    mpki                           |       4.72
  Cache L1-D                       |           
    num cache accesses             |   46702523
    num cache misses               |    3148043
    miss rate                      |      6.74%
    mpki                           |      31.48
  Cache L2                         |           
    num cache accesses             |    4481930
    num cache misses               |    3427363
    miss rate                      |     76.47%
    mpki                           |      34.27
  Cache L3                         |           
    num cache accesses             |    4289828
    num cache misses               |    3323770
    miss rate                      |     77.48%
    mpki                           |      33.24
DRAM summary                       |           
  num dram accesses                |    6631156
  average dram access latency (ns) |      51.20
  average dram queueing delay      |       1.19
Coherency Traffic                  |           
  num loads from dram              |    2509522
  num loads from dram cache        |          0
  num loads from remote cache      |          0
