                                   | Core 0    
  Instructions                     |  249999886
  Cycles                           |  143211551
  IPC                              |       1.75
  Time (ns)                        |   47737184
Branch predictor stats             |           
  num correct                      |   11512706
  num incorrect                    |      95915
  misprediction rate               |      0.83%
  mpki                             |       0.38
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   19126240
    num misses                     |         43
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  143858207
    num misses                     |      19395
    miss rate                      |      0.01%
    mpki                           |       0.08
  L2 TLB                           |           
    num accesses                   |      19438
    num misses                     |       5912
    miss rate                      |     30.41%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   19126240
    num cache misses               |      23187
    miss rate                      |      0.12%
    mpki                           |       0.09
  Cache L1-D                       |           
    num cache accesses             |  143858207
    num cache misses               |    1355840
    miss rate                      |      0.94%
    mpki                           |       5.42
  Cache L2                         |           
    num cache accesses             |    1389654
    num cache misses               |     990298
    miss rate                      |     71.26%
    mpki                           |       3.96
  Cache L3                         |           
    num cache accesses             |    1001244
    num cache misses               |     870623
    miss rate                      |     86.95%
    mpki                           |       3.48
DRAM summary                       |           
  num dram accesses                |    1579955
  average dram access latency (ns) |      50.63
  average dram queueing delay      |       0.63
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
