                                   | Core 0    
  Instructions                     |   99999965
  Cycles                           |   89924954
  IPC                              |       1.11
  Time (ns)                        |   29974985
Branch predictor stats             |           
  num correct                      |   14892968
  num incorrect                    |    1727764
  misprediction rate               |     10.40%
  mpki                             |      17.28
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   16017485
    num misses                     |        569
    miss rate                      |      0.00%
    mpki                           |       0.01
  D-TLB                            |           
    num accesses                   |   40530029
    num misses                     |     232151
    miss rate                      |      0.57%
    mpki                           |       2.32
  L2 TLB                           |           
    num accesses                   |     232720
    num misses                     |      36045
    miss rate                      |     15.49%
    mpki                           |       0.36
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   16017485
    num cache misses               |     283392
    miss rate                      |      1.77%
    mpki                           |       2.83
  Cache L1-D                       |           
    num cache accesses             |   40530029
    num cache misses               |     364539
    miss rate                      |      0.90%
    mpki                           |       3.65
  Cache L2                         |           
    num cache accesses             |     666259
    num cache misses               |     361775
    miss rate                      |     54.30%
    mpki                           |       3.62
  Cache L3                         |           
    num cache accesses             |     380145
    num cache misses               |     158546
    miss rate                      |     41.71%
    mpki                           |       1.59
DRAM summary                       |           
  num dram accesses                |     181756
  average dram access latency (ns) |      97.67
  average dram queueing delay      |      12.64
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
