                                   | Core 0    
  Instructions                     |  249999969
  Cycles                           |  300929090
  IPC                              |       0.83
  Time (ns)                        |  100309697
Branch predictor stats             |           
  num correct                      |   32217105
  num incorrect                    |    7507996
  misprediction rate               |     18.90%
  mpki                             |      30.03
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   35058549
    num misses                     |        106
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   97606891
    num misses                     |     176195
    miss rate                      |      0.18%
    mpki                           |       0.70
  L2 TLB                           |           
    num accesses                   |     176301
    num misses                     |      28111
    miss rate                      |     15.94%
    mpki                           |       0.11
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   35058549
    num cache misses               |    1074829
    miss rate                      |      3.07%
    mpki                           |       4.30
  Cache L1-D                       |           
    num cache accesses             |   97606891
    num cache misses               |    1221609
    miss rate                      |      1.25%
    mpki                           |       4.89
  Cache L2                         |           
    num cache accesses             |    2405311
    num cache misses               |    1073809
    miss rate                      |     44.64%
    mpki                           |       4.30
  Cache L3                         |           
    num cache accesses             |    1183487
    num cache misses               |     689791
    miss rate                      |     58.28%
    mpki                           |       2.76
DRAM summary                       |           
  num dram accesses                |     925870
  average dram access latency (ns) |      70.67
  average dram queueing delay      |       5.65
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
