                                   | Core 0    
  Instructions                     |  249999879
  Cycles                           |  291425987
  IPC                              |       0.86
  Time (ns)                        |   97141996
Branch predictor stats             |           
  num correct                      |    5768210
  num incorrect                    |     102901
  misprediction rate               |      1.75%
  mpki                             |       0.41
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   22339856
    num misses                     |          4
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   98207449
    num misses                     |      52465
    miss rate                      |      0.05%
    mpki                           |       0.21
  L2 TLB                           |           
    num accesses                   |      52469
    num misses                     |      27302
    miss rate                      |     52.03%
    mpki                           |       0.11
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   22339856
    num cache misses               |      32243
    miss rate                      |      0.14%
    mpki                           |       0.13
  Cache L1-D                       |           
    num cache accesses             |   98207449
    num cache misses               |    2547533
    miss rate                      |      2.59%
    mpki                           |      10.19
  Cache L2                         |           
    num cache accesses             |    2580609
    num cache misses               |    1790435
    miss rate                      |     69.38%
    mpki                           |       7.16
  Cache L3                         |           
    num cache accesses             |    1792565
    num cache misses               |    1719202
    miss rate                      |     95.91%
    mpki                           |       6.88
DRAM summary                       |           
  num dram accesses                |    2148612
  average dram access latency (ns) |     109.72
  average dram queueing delay      |      24.68
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
