                                   | Core 0    
  Instructions                     |  499999886
  Cycles                           |  451670633
  IPC                              |       1.11
  Time (ns)                        |  150556878
Branch predictor stats             |           
  num correct                      |   28128847
  num incorrect                    |    1634481
  misprediction rate               |      5.49%
  mpki                             |       3.27
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   49338103
    num misses                     |         92
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  157040580
    num misses                     |     257683
    miss rate                      |      0.16%
    mpki                           |       0.52
  L2 TLB                           |           
    num accesses                   |     257775
    num misses                     |      45994
    miss rate                      |     17.84%
    mpki                           |       0.09
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   49338103
    num cache misses               |      33528
    miss rate                      |      0.07%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |  157040580
    num cache misses               |    4439688
    miss rate                      |      2.83%
    mpki                           |       8.88
  Cache L2                         |           
    num cache accesses             |    5097523
    num cache misses               |    3465870
    miss rate                      |     67.99%
    mpki                           |       6.93
  Cache L3                         |           
    num cache accesses             |    4092581
    num cache misses               |    3072403
    miss rate                      |     75.07%
    mpki                           |       6.14
DRAM summary                       |           
  num dram accesses                |    4224590
  average dram access latency (ns) |      57.34
  average dram queueing delay      |       2.33
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
