                                   | Core 0    
  Instructions                     |  499999884
  Cycles                           |  666569636
  IPC                              |       0.75
  Time (ns)                        |  222189879
Branch predictor stats             |           
  num correct                      |   28128847
  num incorrect                    |    1634481
  misprediction rate               |      5.49%
  mpki                             |       3.27
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   49338103
    num misses                     |         92
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  157040583
    num misses                     |     257707
    miss rate                      |      0.16%
    mpki                           |       0.52
  L2 TLB                           |           
    num accesses                   |     257799
    num misses                     |      45996
    miss rate                      |     17.84%
    mpki                           |       0.09
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   49338103
    num cache misses               |      33500
    miss rate                      |      0.07%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |  157040583
    num cache misses               |    4440641
    miss rate                      |      2.83%
    mpki                           |       8.88
  Cache L2                         |           
    num cache accesses             |    5104809
    num cache misses               |    3475012
    miss rate                      |     68.07%
    mpki                           |       6.95
  Cache L3                         |           
    num cache accesses             |    4111682
    num cache misses               |    3105947
    miss rate                      |     75.54%
    mpki                           |       6.21
DRAM summary                       |           
  num dram accesses                |    4294594
  average dram access latency (ns) |     108.19
  average dram queueing delay      |      23.15
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
