                                   | Core 0    
  Instructions                     |  499999986
  Cycles                           |  455407436
  IPC                              |       1.10
  Time (ns)                        |  151802479
Branch predictor stats             |           
  num correct                      |   61184308
  num incorrect                    |   16566462
  misprediction rate               |     21.31%
  mpki                             |      33.13
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   71853936
    num misses                     |        122
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  200240981
    num misses                     |     290482
    miss rate                      |      0.15%
    mpki                           |       0.58
  L2 TLB                           |           
    num accesses                   |     290604
    num misses                     |      56314
    miss rate                      |     19.38%
    mpki                           |       0.11
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   71853936
    num cache misses               |    2401678
    miss rate                      |      3.34%
    mpki                           |       4.80
  Cache L1-D                       |           
    num cache accesses             |  200240981
    num cache misses               |    1932075
    miss rate                      |      0.96%
    mpki                           |       3.86
  Cache L2                         |           
    num cache accesses             |    4400997
    num cache misses               |    1581298
    miss rate                      |     35.93%
    mpki                           |       3.16
  Cache L3                         |           
    num cache accesses             |    1648623
    num cache misses               |     110478
    miss rate                      |      6.70%
    mpki                           |       0.22
DRAM summary                       |           
  num dram accesses                |     174049
  average dram access latency (ns) |      69.69
  average dram queueing delay      |       4.67
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
