                                   | Core 0    
  Instructions                     |   99999965
  Cycles                           |   74271785
  IPC                              |       1.35
  Time (ns)                        |   24757262
Branch predictor stats             |           
  num correct                      |   14892968
  num incorrect                    |    1727764
  misprediction rate               |     10.40%
  mpki                             |      17.28
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   16017485
    num misses                     |        569
    miss rate                      |      0.00%
    mpki                           |       0.01
  D-TLB                            |           
    num accesses                   |   40530029
    num misses                     |     232170
    miss rate                      |      0.57%
    mpki                           |       2.32
  L2 TLB                           |           
    num accesses                   |     232739
    num misses                     |      36051
    miss rate                      |     15.49%
    mpki                           |       0.36
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   16017485
    num cache misses               |     283383
    miss rate                      |      1.77%
    mpki                           |       2.83
  Cache L1-D                       |           
    num cache accesses             |   40530029
    num cache misses               |     364524
    miss rate                      |      0.90%
    mpki                           |       3.65
  Cache L2                         |           
    num cache accesses             |     664263
    num cache misses               |     361591
    miss rate                      |     54.43%
    mpki                           |       3.62
  Cache L3                         |           
    num cache accesses             |     377985
    num cache misses               |     147333
    miss rate                      |     38.98%
    mpki                           |       1.47
DRAM summary                       |           
  num dram accesses                |     166016
  average dram access latency (ns) |      50.56
  average dram queueing delay      |       0.55
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
