                                   | Core 0    
  Instructions                     |  249999907
  Cycles                           |  225308580
  IPC                              |       1.11
  Time (ns)                        |   75102860
Branch predictor stats             |           
  num correct                      |    4611008
  num incorrect                    |     704186
  misprediction rate               |     13.25%
  mpki                             |       2.82
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   23785065
    num misses                     |         62
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  127043714
    num misses                     |     281099
    miss rate                      |      0.22%
    mpki                           |       1.12
  L2 TLB                           |           
    num accesses                   |     281161
    num misses                     |       4009
    miss rate                      |      1.43%
    mpki                           |       0.02
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   23785065
    num cache misses               |      42363
    miss rate                      |      0.18%
    mpki                           |       0.17
  Cache L1-D                       |           
    num cache accesses             |  127043714
    num cache misses               |    1941645
    miss rate                      |      1.53%
    mpki                           |       7.77
  Cache L2                         |           
    num cache accesses             |    2007266
    num cache misses               |    1037562
    miss rate                      |     51.69%
    mpki                           |       4.15
  Cache L3                         |           
    num cache accesses             |    1060837
    num cache misses               |     185905
    miss rate                      |     17.52%
    mpki                           |       0.74
DRAM summary                       |           
  num dram accesses                |     247981
  average dram access latency (ns) |      69.47
  average dram queueing delay      |       4.45
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
