                                   | Core 0    
  Instructions                     |  249999984
  Cycles                           |  445849004
  IPC                              |       0.56
  Time (ns)                        |  148616335
Branch predictor stats             |           
  num correct                      |   15199251
  num incorrect                    |    9146162
  misprediction rate               |     37.57%
  mpki                             |      36.58
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   29844534
    num misses                     |         10
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  114926447
    num misses                     |     791195
    miss rate                      |      0.69%
    mpki                           |       3.16
  L2 TLB                           |           
    num accesses                   |     791205
    num misses                     |     629351
    miss rate                      |     79.54%
    mpki                           |       2.52
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   29844534
    num cache misses               |      15439
    miss rate                      |      0.05%
    mpki                           |       0.06
  Cache L1-D                       |           
    num cache accesses             |  114926447
    num cache misses               |    1763909
    miss rate                      |      1.53%
    mpki                           |       7.06
  Cache L2                         |           
    num cache accesses             |    2074847
    num cache misses               |    1646729
    miss rate                      |     79.37%
    mpki                           |       6.59
  Cache L3                         |           
    num cache accesses             |    1968556
    num cache misses               |    1075686
    miss rate                      |     54.64%
    mpki                           |       4.30
DRAM summary                       |           
  num dram accesses                |    1561135
  average dram access latency (ns) |      92.63
  average dram queueing delay      |       7.59
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
