                                   | Core 0    
  Instructions                     |   99999982
  Cycles                           |  208827845
  IPC                              |       0.48
  Time (ns)                        |   69609282
Branch predictor stats             |           
  num correct                      |   10548855
  num incorrect                    |    2724377
  misprediction rate               |     20.53%
  mpki                             |      27.24
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   12176733
    num misses                     |         18
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   45335675
    num misses                     |     534823
    miss rate                      |      1.18%
    mpki                           |       5.35
  L2 TLB                           |           
    num accesses                   |     534841
    num misses                     |     292159
    miss rate                      |     54.63%
    mpki                           |       2.92
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   12176733
    num cache misses               |      10280
    miss rate                      |      0.08%
    mpki                           |       0.10
  Cache L1-D                       |           
    num cache accesses             |   45335675
    num cache misses               |    1587817
    miss rate                      |      3.50%
    mpki                           |      15.88
  Cache L2                         |           
    num cache accesses             |    2123246
    num cache misses               |    1415975
    miss rate                      |     66.69%
    mpki                           |      14.16
  Cache L3                         |           
    num cache accesses             |    1941499
    num cache misses               |    1268603
    miss rate                      |     65.34%
    mpki                           |      12.69
DRAM summary                       |           
  num dram accesses                |    2190713
  average dram access latency (ns) |      81.96
  average dram queueing delay      |      16.94
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
