                                   | Core 0    
  Instructions                     |   99999922
  Cycles                           |  153532602
  IPC                              |       0.65
  Time (ns)                        |   51177534
Branch predictor stats             |           
  num correct                      |    1857385
  num incorrect                    |    2837015
  misprediction rate               |     60.43%
  mpki                             |      28.37
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11423209
    num misses                     |         13
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   36818114
    num misses                     |     221525
    miss rate                      |      0.60%
    mpki                           |       2.22
  L2 TLB                           |           
    num accesses                   |     221538
    num misses                     |     221537
    miss rate                      |    100.00%
    mpki                           |       2.22
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11423209
    num cache misses               |       9142
    miss rate                      |      0.08%
    mpki                           |       0.09
  Cache L1-D                       |           
    num cache accesses             |   36818114
    num cache misses               |    2884614
    miss rate                      |      7.83%
    mpki                           |      28.85
  Cache L2                         |           
    num cache accesses             |    3373766
    num cache misses               |    2892515
    miss rate                      |     85.74%
    mpki                           |      28.93
  Cache L3                         |           
    num cache accesses             |    3372525
    num cache misses               |    2874302
    miss rate                      |     85.23%
    mpki                           |      28.74
DRAM summary                       |           
  num dram accesses                |    4123825
  average dram access latency (ns) |      56.12
  average dram queueing delay      |       1.11
Coherency Traffic                  |           
  num loads from dram              |    2098544
  num loads from dram cache        |          0
  num loads from remote cache      |          0
