                                   | Core 0     
  Instructions                     |   249999989
  Cycles                           |  2085081569
  IPC                              |        0.12
  Time (ns)                        |   695027190
Branch predictor stats             |            
  num correct                      |    43244780
  num incorrect                    |    11689069
  misprediction rate               |      21.28%
  mpki                             |       46.76
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    23761816
    num misses                     |           3
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |    88558906
    num misses                     |    21161072
    miss rate                      |      23.89%
    mpki                           |       84.64
  L2 TLB                           |            
    num accesses                   |    21161075
    num misses                     |    10898870
    miss rate                      |      51.50%
    mpki                           |       43.60
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    23761816
    num cache misses               |      183857
    miss rate                      |       0.77%
    mpki                           |        0.74
  Cache L1-D                       |            
    num cache accesses             |    88558906
    num cache misses               |    28699193
    miss rate                      |      32.41%
    mpki                           |      114.80
  Cache L2                         |            
    num cache accesses             |    33097260
    num cache misses               |    24585859
    miss rate                      |      74.28%
    mpki                           |       98.34
  Cache L3                         |            
    num cache accesses             |    28832465
    num cache misses               |    23149962
    miss rate                      |      80.29%
    mpki                           |       92.60
DRAM summary                       |            
  num dram accesses                |    27751416
  average dram access latency (ns) |       57.76
  average dram queueing delay      |        2.75
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
