                                   | Core 0    
  Instructions                     |   99999965
  Cycles                           |   95672037
  IPC                              |       1.05
  Time (ns)                        |   31890679
Branch predictor stats             |           
  num correct                      |   14892968
  num incorrect                    |    1727764
  misprediction rate               |     10.40%
  mpki                             |      17.28
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   16017485
    num misses                     |        569
    miss rate                      |      0.00%
    mpki                           |       0.01
  D-TLB                            |           
    num accesses                   |   40530029
    num misses                     |     232153
    miss rate                      |      0.57%
    mpki                           |       2.32
  L2 TLB                           |           
    num accesses                   |     232722
    num misses                     |      36046
    miss rate                      |     15.49%
    mpki                           |       0.36
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   16017485
    num cache misses               |     283494
    miss rate                      |      1.77%
    mpki                           |       2.83
  Cache L1-D                       |           
    num cache accesses             |   40530029
    num cache misses               |     364697
    miss rate                      |      0.90%
    mpki                           |       3.65
  Cache L2                         |           
    num cache accesses             |     669776
    num cache misses               |     363175
    miss rate                      |     54.22%
    mpki                           |       3.63
  Cache L3                         |           
    num cache accesses             |     384811
    num cache misses               |     181010
    miss rate                      |     47.04%
    mpki                           |       1.81
DRAM summary                       |           
  num dram accesses                |     209825
  average dram access latency (ns) |      97.45
  average dram queueing delay      |      12.41
Coherency Traffic                  |           
  num loads from dram              |     156796
  num loads from dram cache        |          0
  num loads from remote cache      |          0
