                                   | Core 0    
  Instructions                     |   99999970
  Cycles                           |   79178040
  IPC                              |       1.26
  Time (ns)                        |   26392680
Branch predictor stats             |           
  num correct                      |    5412374
  num incorrect                    |     989322
  misprediction rate               |     15.45%
  mpki                             |       9.89
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11164647
    num misses                     |         56
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   47753617
    num misses                     |      51260
    miss rate                      |      0.11%
    mpki                           |       0.51
  L2 TLB                           |           
    num accesses                   |      51316
    num misses                     |       6549
    miss rate                      |     12.76%
    mpki                           |       0.07
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11164647
    num cache misses               |      47806
    miss rate                      |      0.43%
    mpki                           |       0.48
  Cache L1-D                       |           
    num cache accesses             |   47753617
    num cache misses               |     403869
    miss rate                      |      0.85%
    mpki                           |       4.04
  Cache L2                         |           
    num cache accesses             |     457220
    num cache misses               |     354213
    miss rate                      |     77.47%
    mpki                           |       3.54
  Cache L3                         |           
    num cache accesses             |     359902
    num cache misses               |     293381
    miss rate                      |     81.52%
    mpki                           |       2.93
DRAM summary                       |           
  num dram accesses                |     570378
  average dram access latency (ns) |      50.74
  average dram queueing delay      |       0.73
Coherency Traffic                  |           
  num loads from dram              |     187408
  num loads from dram cache        |          0
  num loads from remote cache      |          0
