                                   | Core 0    
  Instructions                     |  249999884
  Cycles                           |  370382776
  IPC                              |       0.67
  Time (ns)                        |  123460926
Branch predictor stats             |           
  num correct                      |   13325983
  num incorrect                    |     311809
  misprediction rate               |      2.29%
  mpki                             |       1.25
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   24892730
    num misses                     |         47
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   86640605
    num misses                     |     132244
    miss rate                      |      0.15%
    mpki                           |       0.53
  L2 TLB                           |           
    num accesses                   |     132291
    num misses                     |      40809
    miss rate                      |     30.85%
    mpki                           |       0.16
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   24892730
    num cache misses               |      22760
    miss rate                      |      0.09%
    mpki                           |       0.09
  Cache L1-D                       |           
    num cache accesses             |   86640605
    num cache misses               |    3028237
    miss rate                      |      3.50%
    mpki                           |      12.11
  Cache L2                         |           
    num cache accesses             |    3470674
    num cache misses               |    2435442
    miss rate                      |     70.17%
    mpki                           |       9.74
  Cache L3                         |           
    num cache accesses             |    2863977
    num cache misses               |    2121189
    miss rate                      |     74.06%
    mpki                           |       8.48
DRAM summary                       |           
  num dram accesses                |    2967116
  average dram access latency (ns) |     107.38
  average dram queueing delay      |      22.34
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
