                                   | Core 0    
  Instructions                     |   99999980
  Cycles                           |   91950627
  IPC                              |       1.09
  Time (ns)                        |   30650209
Branch predictor stats             |           
  num correct                      |   12316881
  num incorrect                    |    3223138
  misprediction rate               |     20.74%
  mpki                             |      32.23
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   14161578
    num misses                     |         77
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   39820761
    num misses                     |      63059
    miss rate                      |      0.16%
    mpki                           |       0.63
  L2 TLB                           |           
    num accesses                   |      63136
    num misses                     |      15989
    miss rate                      |     25.32%
    mpki                           |       0.16
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   14161578
    num cache misses               |     433335
    miss rate                      |      3.06%
    mpki                           |       4.33
  Cache L1-D                       |           
    num cache accesses             |   39820761
    num cache misses               |     417573
    miss rate                      |      1.05%
    mpki                           |       4.18
  Cache L2                         |           
    num cache accesses             |     871211
    num cache misses               |     353042
    miss rate                      |     40.52%
    mpki                           |       3.53
  Cache L3                         |           
    num cache accesses             |     373398
    num cache misses               |      50862
    miss rate                      |     13.62%
    mpki                           |       0.51
DRAM summary                       |           
  num dram accesses                |      71663
  average dram access latency (ns) |      50.39
  average dram queueing delay      |       0.39
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
