                                   | Core 0     
  Instructions                     |   499999985
  Cycles                           |  3310603542
  IPC                              |        0.15
  Time (ns)                        |  1103534514
Branch predictor stats             |            
  num correct                      |    85483294
  num incorrect                    |    23905408
  misprediction rate               |      21.85%
  mpki                             |       47.81
TLB Summary                        |            
  I-TLB                            |            
    num accesses                   |    49168056
    num misses                     |           3
    miss rate                      |       0.00%
    mpki                           |        0.00
  D-TLB                            |            
    num accesses                   |   179145716
    num misses                     |    42007085
    miss rate                      |      23.45%
    mpki                           |       84.01
  L2 TLB                           |            
    num accesses                   |    42007088
    num misses                     |    21919825
    miss rate                      |      52.18%
    mpki                           |       43.84
Cache Summary                      |            
  Cache L1-I                       |            
    num cache accesses             |    49168056
    num cache misses               |      383746
    miss rate                      |       0.78%
    mpki                           |        0.77
  Cache L1-D                       |            
    num cache accesses             |   179145716
    num cache misses               |    57249929
    miss rate                      |      31.96%
    mpki                           |      114.50
  Cache L2                         |            
    num cache accesses             |    64762003
    num cache misses               |    48088491
    miss rate                      |      74.25%
    mpki                           |       96.18
  Cache L3                         |            
    num cache accesses             |    55276743
    num cache misses               |    35711560
    miss rate                      |      64.61%
    mpki                           |       71.42
DRAM summary                       |            
  num dram accesses                |    43582654
  average dram access latency (ns) |       50.66
  average dram queueing delay      |        0.65
Coherency Traffic                  |            
  num loads from dram              |           0
  num loads from dram cache        |           0
  num loads from remote cache      |           0
