                                   | Core 0    
  Instructions                     |   99999982
  Cycles                           |  281294068
  IPC                              |       0.36
  Time (ns)                        |   93764690
Branch predictor stats             |           
  num correct                      |   10548855
  num incorrect                    |    2724377
  misprediction rate               |     20.53%
  mpki                             |      27.24
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   12176733
    num misses                     |         18
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   45335675
    num misses                     |     534872
    miss rate                      |      1.18%
    mpki                           |       5.35
  L2 TLB                           |           
    num accesses                   |     534890
    num misses                     |     292156
    miss rate                      |     54.62%
    mpki                           |       2.92
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   12176733
    num cache misses               |      10286
    miss rate                      |      0.08%
    mpki                           |       0.10
  Cache L1-D                       |           
    num cache accesses             |   45335675
    num cache misses               |    1587868
    miss rate                      |      3.50%
    mpki                           |      15.88
  Cache L2                         |           
    num cache accesses             |    2145070
    num cache misses               |    1416493
    miss rate                      |     66.03%
    mpki                           |      14.16
  Cache L3                         |           
    num cache accesses             |    1964148
    num cache misses               |    1314233
    miss rate                      |     66.91%
    mpki                           |      13.14
DRAM summary                       |           
  num dram accesses                |    2278575
  average dram access latency (ns) |  368535.67
  average dram queueing delay      |  368450.63
Coherency Traffic                  |           
  num loads from dram              |     901713
  num loads from dram cache        |          0
  num loads from remote cache      |          0
