                                   | Core 0    
  Instructions                     |   99999900
  Cycles                           |  133699317
  IPC                              |       0.75
  Time (ns)                        |   44566439
Branch predictor stats             |           
  num correct                      |    1858427
  num incorrect                    |      31731
  misprediction rate               |      1.68%
  mpki                             |       0.32
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    9515697
    num misses                     |          4
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   42596963
    num misses                     |      16138
    miss rate                      |      0.04%
    mpki                           |       0.16
  L2 TLB                           |           
    num accesses                   |      16142
    num misses                     |      13665
    miss rate                      |     84.65%
    mpki                           |       0.14
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    9515697
    num cache misses               |       6512
    miss rate                      |      0.07%
    mpki                           |       0.07
  Cache L1-D                       |           
    num cache accesses             |   42596963
    num cache misses               |     941793
    miss rate                      |      2.21%
    mpki                           |       9.42
  Cache L2                         |           
    num cache accesses             |     948310
    num cache misses               |     860635
    miss rate                      |     90.75%
    mpki                           |       8.61
  Cache L3                         |           
    num cache accesses             |     860640
    num cache misses               |     833948
    miss rate                      |     96.90%
    mpki                           |       8.34
DRAM summary                       |           
  num dram accesses                |    1059255
  average dram access latency (ns) |     108.56
  average dram queueing delay      |      23.52
Coherency Traffic                  |           
  num loads from dram              |     598657
  num loads from dram cache        |          0
  num loads from remote cache      |          0
