                                   | Core 0    
  Instructions                     |   99999952
  Cycles                           |  501902447
  IPC                              |       0.20
  Time (ns)                        |  167300816
Branch predictor stats             |           
  num correct                      |     129398
  num incorrect                    |       2196
  misprediction rate               |      1.67%
  mpki                             |       0.02
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   11457119
    num misses                     |          6
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   74796255
    num misses                     |    2952716
    miss rate                      |      3.95%
    mpki                           |      29.53
  L2 TLB                           |           
    num accesses                   |    2952722
    num misses                     |    1863896
    miss rate                      |     63.12%
    mpki                           |      18.64
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   11457119
    num cache misses               |    2189478
    miss rate                      |     19.11%
    mpki                           |      21.89
  Cache L1-D                       |           
    num cache accesses             |   74796255
    num cache misses               |    3436194
    miss rate                      |      4.59%
    mpki                           |      34.36
  Cache L2                         |           
    num cache accesses             |    6799849
    num cache misses               |    5458441
    miss rate                      |     80.27%
    mpki                           |      54.58
  Cache L3                         |           
    num cache accesses             |    6632618
    num cache misses               |    5441213
    miss rate                      |     82.04%
    mpki                           |      54.41
DRAM summary                       |           
  num dram accesses                |   10866042
  average dram access latency (ns) |      51.47
  average dram queueing delay      |       1.46
Coherency Traffic                  |           
  num loads from dram              |    2602384
  num loads from dram cache        |          0
  num loads from remote cache      |          0
