                                   | Core 0    
  Instructions                     |  249999984
  Cycles                           |  348024510
  IPC                              |       0.72
  Time (ns)                        |  116008170
Branch predictor stats             |           
  num correct                      |   15199251
  num incorrect                    |    9146162
  misprediction rate               |     37.57%
  mpki                             |      36.58
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   29844534
    num misses                     |         10
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  114926447
    num misses                     |     791192
    miss rate                      |      0.69%
    mpki                           |       3.16
  L2 TLB                           |           
    num accesses                   |     791202
    num misses                     |     629350
    miss rate                      |     79.54%
    mpki                           |       2.52
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   29844534
    num cache misses               |      15438
    miss rate                      |      0.05%
    mpki                           |       0.06
  Cache L1-D                       |           
    num cache accesses             |  114926447
    num cache misses               |    1763907
    miss rate                      |      1.53%
    mpki                           |       7.06
  Cache L2                         |           
    num cache accesses             |    2074844
    num cache misses               |    1646727
    miss rate                      |     79.37%
    mpki                           |       6.59
  Cache L3                         |           
    num cache accesses             |    1968554
    num cache misses               |    1075685
    miss rate                      |     54.64%
    mpki                           |       4.30
DRAM summary                       |           
  num dram accesses                |    1561134
  average dram access latency (ns) |      50.20
  average dram queueing delay      |       0.19
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
