                                   | Core 0    
  Instructions                     |   99999982
  Cycles                           |  265675985
  IPC                              |       0.38
  Time (ns)                        |   88558662
Branch predictor stats             |           
  num correct                      |   10548855
  num incorrect                    |    2724377
  misprediction rate               |     20.53%
  mpki                             |      27.24
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   12176733
    num misses                     |         18
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   45335675
    num misses                     |     534948
    miss rate                      |      1.18%
    mpki                           |       5.35
  L2 TLB                           |           
    num accesses                   |     534966
    num misses                     |     292186
    miss rate                      |     54.62%
    mpki                           |       2.92
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   12176733
    num cache misses               |      10276
    miss rate                      |      0.08%
    mpki                           |       0.10
  Cache L1-D                       |           
    num cache accesses             |   45335675
    num cache misses               |    1587808
    miss rate                      |      3.50%
    mpki                           |      15.88
  Cache L2                         |           
    num cache accesses             |    2098583
    num cache misses               |    1415875
    miss rate                      |     67.47%
    mpki                           |      14.16
  Cache L3                         |           
    num cache accesses             |    1916548
    num cache misses               |    1218456
    miss rate                      |     63.58%
    mpki                           |      12.18
DRAM summary                       |           
  num dram accesses                |    2088220
  average dram access latency (ns) |  235678.20
  average dram queueing delay      |  235593.16
Coherency Traffic                  |           
  num loads from dram              |     827369
  num loads from dram cache        |          0
  num loads from remote cache      |          0
