                                   | Core 0    
  Instructions                     |   99999910
  Cycles                           |   66066773
  IPC                              |       1.51
  Time (ns)                        |   22022258
Branch predictor stats             |           
  num correct                      |    4605063
  num incorrect                    |      38465
  misprediction rate               |      0.83%
  mpki                             |       0.38
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |    7649541
    num misses                     |         43
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |   57543555
    num misses                     |       7869
    miss rate                      |      0.01%
    mpki                           |       0.08
  L2 TLB                           |           
    num accesses                   |       7912
    num misses                     |       1394
    miss rate                      |     17.62%
    mpki                           |       0.01
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |    7649541
    num cache misses               |       9277
    miss rate                      |      0.12%
    mpki                           |       0.09
  Cache L1-D                       |           
    num cache accesses             |   57543555
    num cache misses               |     553391
    miss rate                      |      0.96%
    mpki                           |       5.53
  Cache L2                         |           
    num cache accesses             |     567056
    num cache misses               |     398352
    miss rate                      |     70.25%
    mpki                           |       3.98
  Cache L3                         |           
    num cache accesses             |     402833
    num cache misses               |     350688
    miss rate                      |     87.06%
    mpki                           |       3.51
DRAM summary                       |           
  num dram accesses                |     633738
  average dram access latency (ns) |      71.24
  average dram queueing delay      |       6.22
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
