                                   | Core 0    
  Instructions                     |  499999905
  Cycles                           |  433425339
  IPC                              |       1.15
  Time (ns)                        |  144475113
Branch predictor stats             |           
  num correct                      |   13748171
  num incorrect                    |     237589
  misprediction rate               |      1.70%
  mpki                             |       0.48
TLB Summary                        |           
  I-TLB                            |           
    num accesses                   |   49006107
    num misses                     |         15
    miss rate                      |      0.00%
    mpki                           |       0.00
  D-TLB                            |           
    num accesses                   |  211163136
    num misses                     |     263011
    miss rate                      |      0.12%
    mpki                           |       0.53
  L2 TLB                           |           
    num accesses                   |     263026
    num misses                     |      62498
    miss rate                      |     23.76%
    mpki                           |       0.12
Cache Summary                      |           
  Cache L1-I                       |           
    num cache accesses             |   49006107
    num cache misses               |      77228
    miss rate                      |      0.16%
    mpki                           |       0.15
  Cache L1-D                       |           
    num cache accesses             |  211163136
    num cache misses               |    6671477
    miss rate                      |      3.16%
    mpki                           |      13.34
  Cache L2                         |           
    num cache accesses             |    7110000
    num cache misses               |    4921550
    miss rate                      |     69.22%
    mpki                           |       9.84
  Cache L3                         |           
    num cache accesses             |    5303280
    num cache misses               |    4554210
    miss rate                      |     85.88%
    mpki                           |       9.11
DRAM summary                       |           
  num dram accesses                |    5938275
  average dram access latency (ns) |      50.85
  average dram queueing delay      |       0.85
Coherency Traffic                  |           
  num loads from dram              |          0
  num loads from dram cache        |          0
  num loads from remote cache      |          0
